tweet,happy_score,angry_score,surprise_score,sad_score,fear_score
good evening folks xox five days into the uklockdown and clocks go forward tomorrow to signal the end of winter @ strata se1,0.67,0.0,0.0,0.0,0.33
families borrowing to buy food a week into uk lockdown -,0.0,0.0,1.0,0.0,0.0
there’s no racing to talk about but there is loads of great video content to watch on our blog this week as team feilden continue to give the horses the best possible care during the uk lockdown 👉🏻,0.14,0.0,0.29,0.0,0.57
we are proud too ♡ pls share this uk volunteer sewers donating their time to make scrubs for our nhs staff ♡ more fabric required pls donate coronavirusuk uklockdown,0.33,0.0,0.0,0.33,0.33
day four on lockdown in my wigan house today- teabags &amp; tinder 🔥 coronaviruslockdown covid19 uklockdown bbuk,1.0,0.0,0.0,0.0,0.0
picture the first weekend when the uklockdown ends it'll be like may day mad friday and hogmanay all rolled into one town centres across the uk will resemble a war zone carnage 🥳🍾,0.17,0.17,0.17,0.17,0.33
just watching contagion and it’s scary how the coughing in the film meant for added effect is surprisingly accurate in the current situation covid19 uklockdown coronavirus,0.0,0.0,0.33,0.17,0.5
just want to send out some love to everyone this situation is appalling i am missing my parents so much my mum is battling cancer yet they facetime with smiles on their faces stay strong uk we are all in this together pleasestayathome coronalockdown uklockdown stayhome,0.27,0.18,0.18,0.09,0.27
it took ~10 days for the effects of china’s lockdown to start having an affect on the death rate (which is a far more reliable metric than infection rate) so by the time the uk lockdown starts to work we should expect at least 2k dead total with 300+/day minimum,0.2,0.0,0.2,0.1,0.5
marks a book completed on &amp; looks at my *currently reading* list seriously: books are saving my mentalhealth right now amreading bookreviewer writingcommunity stayathome uklockdown and this is pretty much me right now (wouldn't have it any other way):,0.2,0.0,0.0,0.2,0.6
hey worcestershirehour 👋 what are you all up to this weekend whilst staying safe at home my mum &amp; i made use of our daily exercise by helping to clear up the community have a read: worcestershire midlands uklockdown,0.0,0.12,0.38,0.5,0.0
morning went supermarket yesterday they seem to be coping well the shelves were fully loaded 😜😄👍🏻 coronavirus uklockdown socialdistanacing,0.0,0.0,0.0,0.33,0.67
deeply concerning that the status of the virus was downgraded 4 days before the no longer considered to be highly infectious,0.25,0.0,0.0,0.75,0.0
7 days is not nearly enough time to be in isolation princecharles lead by example minimum 14 days of isolation uklockdown covid19,0.5,0.0,0.0,0.5,0.0
so uklockdown is set to last until june 😲😲😲😲 covid19uk,0.0,0.0,0.0,0.0,1.0
coronavirus [coronaupdate ] was a ‘creation of cia biological weapon lab of usa’ usacoronavirus explosive artcl sugst centers 4 disease control &amp; prevention (cdc) knew as far back as june/july 2019 london pakistan turkey dubai uklockdown,0.0,0.5,0.0,0.0,0.5
can we throw a nuclear bomb on china they have literally manipulated the world with their chinesebioterrorism and we are just sitting and waiting for more disaster coronavillains covid2019 breakingnews uklockdown coronaindia,0.0,0.0,0.5,0.5,0.0
not the easiest video to watch but an important watch for those that still don’t think that social distancing and uk lockdown was a good thing thinking of each person suffering with this virus and hope to god they can find a vaccine soon coronavirusuk,0.2,0.0,0.6,0.0,0.2
coronavirus: police break up 'massive' karaoke party during uk lockdown stayathomeandstaysafe oh god when would they learn coronalockdown coronavirus sundaymotivation,0.0,0.0,0.67,0.0,0.33
have you noticed changes to wildlife due to the uk lockdown if you have we'd like to hear from you | the guardian |,0.0,0.0,0.0,0.0,1.0
ukcoronavirus live: borisjohnson tests positive for covid-19 uklockdown coronaupdate coronalockdown covid19 covid2019 covid covid19usa covid19italy,0.0,0.0,0.0,0.0,0.0
them: ‘‘what did you do during the uk lockdown ’’ me: ‘’i got bored and joined tiktok and it all went from there’’ 😂🙈 uklockdown,0.0,0.0,0.0,0.5,0.5
day 3 uk lockdown: if i was a celebrity people would read this and be interested 🙂🤡 uklockdown,0.67,0.0,0.0,0.0,0.33
mate can this fuckery get any worse covid2019 clocksgoforward loveisland uklockdown,0.0,0.0,0.0,1.0,0.0
"that's me sorted got a whole load of wrestling to watch on during the lockdown here in the uk first up the 1998 royal rumble ""and that's the bottom line because stone cold said so "" wwe attitudeera austin316 uklockdown",0.0,0.0,0.62,0.0,0.38
i think my new serums coworkers fancy a change of scenery homeworking uklockdown,0.0,0.0,1.0,0.0,0.0
day 3 of lockdown: my mum's gone out to walk the dog i didn't even know i had a mum uklockdown covid2019,0.25,0.0,0.5,0.0,0.25
visited my aldi as a one armed customer today 🤣 everyone queueing nicely apart pretty much everything was in stock kinda weird to be on the outside of it all though uklockdown,0.2,0.0,0.0,0.6,0.2
loving friday night 90s on to get me through the work day at home 🎶 🎧👍 uklockdown greenwichmeantime expatlife borninthe80s,0.5,0.0,0.0,0.25,0.25
uklockdown day: 7 - i span so many times and this is all i get,1.0,0.0,0.0,0.0,0.0
the uk lockdown measures in scotland seem completely disproportionate given these small figures pity for the small business owners sitting at home facing slow ruination wonder if will make any move to distinguish themselves,0.0,0.12,0.12,0.5,0.25
i'd frikkin love to feel like all have to do until this ends is play video games and watch tv instead i gotta muster motivation to finish a university degree i'm now teaching myself uklockdown,0.17,0.0,0.17,0.17,0.5
uk lockdown could last 6 months or longer says medical officer coronaviruslockdown coronaviruspandemic,0.0,0.0,1.0,0.0,0.0
is now a good time for the washing machine to go on the blink 🤷🏻‍♀️ lockdown uklockdown,0.33,0.0,0.0,0.0,0.67
create a poster for to show your support for the amazing heroes at who are fighting coronavirus stay strong - loveyournhs clapforourcarers stayhomesavelives uklockdown uklockdownnow covid19,0.25,0.25,0.25,0.25,0.0
us coronavirus daily death rate plunges by more than a third bigdata twitter healthcare china usa☯️ covid19 linux covid19usa covid19india covid19uk canada covid19france covid19italy italy usa indialockdown china iran uklockdown,0.0,0.0,0.0,0.25,0.75
i think the uk lockdown can be extended to until june but it's up to uk government to pick,0.0,0.0,1.0,0.0,0.0
another day in uklockdown can only mean a new video of you know what: aarontries workout (full video highlights below) ➡️ ⚠️ i’m confident you all have 6 minutes of your day to enjoy this episode 👀,0.5,0.0,0.0,0.17,0.33
agreed but as for returning kids from the uk it was a choice between a rock and a hard place uk cases were shooting up in mid march decisions had to be made and many flew back in time before the uk lockdown,0.17,0.33,0.0,0.17,0.33
been mending a few things because what else am i going to do and who else remembers sewing their cross-stitch to their school skirt by accident when they were younger please say not just me uklockdown,0.0,0.0,0.33,0.33,0.33
learning about eel pie island -an influential place uklockdown,0.0,0.0,0.0,0.0,1.0
thanks god i still have a coffee at home🥳 this and my 1 form of a daily exercise💪🏻☺️ uklockdown,0.0,0.0,1.0,0.0,0.0
day 4 coronavirus uklockdown indoorchairolympicchallenge 🤗keep smiling stay positive 💞 love to all ❤️,0.75,0.25,0.0,0.0,0.0
why are flights landing at heathrow from places like beijing rome and new york what’s the point in the public being in lockdown when new arrivals are still entering daily close the borders until we have virus under control imo coronavirusuk heathrow uklockdown,0.2,0.0,0.2,0.0,0.6
going out for walks runs kettlebells on the common carries risk: heart attacks trips &amp; falls etc if aim is to free a&amp;es up completely during the peak surely it’s inevitable we’ll be properly locked in it’s not a result of our disobedience: it’s not our fault uklockdown,0.4,0.0,0.0,0.2,0.4
"""time is an illusion lockdown time doubly so"" clocksforward 'uklockdown hhgtb",0.0,0.0,0.0,0.0,0.0
enjoying a very good mud city chocolate vanilla stout in scouser hq just a shame can't taste the vanilla uklockdown coronavirus,1.0,0.0,0.0,0.0,0.0
"there approach has been sluggish careless and it will cost lives 'ppe is a priority "" they've been saying that line for two weeks where is it the equipment was always there ventilators were always there in this country they dawdled people will now die 2/2 uklockdown",0.0,0.0,0.33,0.5,0.17
happy friday everyone have a fabulous weekend i’m trying to keep mum entertained during uklockdown 🤣🐾 stayhome staysafe fridayfeeling friyay tgif feelgoodfriday dance spin dogsoftwitter dogsofinstagram,0.5,0.0,0.25,0.0,0.25
some classic video footage of the uk lockdown 👍🐐 llandudno,0.0,0.0,0.0,0.0,0.0
making the most of social isolation playing some guitar and having fun with my new chorus pedal heres a snippet of metallica welcome home (sanitarium) ☠️🎸 uklockdown metallica guitarcover prsguitars,0.25,0.0,0.12,0.38,0.25
concerns have been raised that uk lockdown restrictions during the coronavirus outbreak could be 'disastrous' for the brewing industry in scotland,0.0,0.0,0.0,1.0,0.0
pretty sure i’ve got the right day today it’s bouncefriday brockers so here is with wildhearts 💜 staysafe stayathome washyourhands uklockdown singer songwriter musicaltheatre westend thriller thrillerlive,0.5,0.0,0.0,0.0,0.5
"i can report that yesterday (sunday) i left a ladder by the sanding bay with all that extra time people are obviously going for a very fine finish ""essential"" just hope they're wearing a dust mask 😲😜 uklockdown stayhomesavelives",0.2,0.2,0.0,0.2,0.4
isolation with george bullard world record-breaking explorer 26 03 20 george speaks about his vulnerability while walking on ice roads in the canadian arctic covid19 coronavirus arctic explorer london uklockdown,0.0,0.0,0.0,0.5,0.5
clap4boris sunday night 8pm show him some love show him we're with him coronaupdate uklockdown rt this and tell anyone who isn't on twitter,0.33,0.0,0.0,0.67,0.0
a little snapchat fun with the little madam i’ll take the song as a good sign 😂 uklockdown covid19uk homeschooling,0.67,0.0,0.0,0.0,0.33
bbc news - coronavirus: the month everything changed uklockdown covid19uk,0.0,0.0,0.0,1.0,0.0
the virus is jogging people are barely walking streets are deserted lockdown has been asserted time here is gmt visitor parking are empty this life is acceptable future is unpredictable uklockdown | 🦠,0.17,0.17,0.0,0.17,0.5
uklockdown uk boris lifeafterlockup lifestyle disaster learn from thequranman adan mecca: short clips &amp; live iipc canada channel:,0.0,0.5,0.0,0.5,0.0
thank you for featuring us: unitedwestream greatermanchester manchester uklockdown covid19 coronavirus stayathome music culture,0.0,0.0,0.0,0.0,0.0
pets a rocker piggy bank and iron board as a table here as well workingfromhome uklockdown,0.0,0.5,0.0,0.0,0.5
uk lockdown day seven i can’t believe we’ve already been locked down for almost a week,1.0,0.0,0.0,0.0,0.0
these coming months are not gonna be pleasant uklockdown,0.5,0.0,0.5,0.0,0.0
my money's on gove to get it next has anyone thought about deep cleaning the podiums coronavirus covid19 uklockdown fridayfeeling,0.0,0.0,1.0,0.0,0.0
i’m tired i want my bed right about now covid19 uklockdown essentialworkers,0.0,0.0,0.0,0.0,1.0
going live at 9 on twitch playing some modded minecraft come join in the fun gaming twitch streaming livestream lockdownuknow uklockdown pcgamer minecraftbuild minecraft moddedminecraft fun twitchaffilate fridaynight longhair,0.5,0.0,0.0,0.0,0.5
actually have an appetite today going to take advantage while i can also stay safe guys love you and want you to be safe yeah you reading this be smart be safe be cautious and be kind lockdown uklockdown stayathomeandstaysafe,0.38,0.12,0.12,0.12,0.25
ruby woo and boredom has entered the chat coronavirus uklockdown 🏡 quarantine,0.0,0.0,0.0,0.0,0.0
too little too late uk lockdown needs to be hard not soft and in addition to fewer opportunities to be outside social distancing needs to be strictly enforced this means punitive measures and immediate effect,0.2,0.2,0.2,0.2,0.2
my neighbour has a visitor i am fuming uklockdown covid19uk,0.0,0.0,0.0,0.0,0.0
uk police deploy new measures against dog walkers stayathomesavelives uklockdown,0.0,0.0,0.0,0.0,0.0
watch this…can you catch the corona virus family coronavirusoutbreak usa uk lockdown health immune system -common sense and liberty,0.2,0.0,0.4,0.0,0.4
coronavirus can have no symptoms that’s why we all need to self isolate and social distance is it that hard to grasp coronvirusuk mondaythoughts stayhomesaveslives thelockdown londonlockdown uklockdown socialdistancingnow socialdistanacing ukgovernment,0.0,0.4,0.0,0.0,0.6
😏 we are screwed covid19 stayhomesavelives uklockdown,0.0,0.0,0.0,0.0,0.0
uk lockdown rules: what is deemed as ‘essential travel’ – and can i drive somewhere to exercise or walk my dog,0.0,0.0,0.0,0.33,0.67
patients dying of coronavirus now were ‘infected a month ago’ before uk lockdown,0.0,0.0,0.0,0.0,1.0
didn’t do the instagram thing i was going to do i forgot 😆 i miss meeting people but we got to do what we have to do sooner we do those sooner life is back to normal uklockdown bekindtoeachother staysafesavelives stayathomeandstaysafe,0.0,0.2,0.2,0.2,0.4
everyone be norma 🤣 uklockdown coronavillains,0.0,0.0,0.0,0.0,0.0
i’m using the time gifted to me by the uklockdown to write 😎 i’m at my desk at 0800 and i write all day every day and it’s marvellous writingtips writerslife amediting writingcommunity,0.67,0.0,0.33,0.0,0.0
this surreal situation is going to reveal how few inner resources some have which need to be grown perhaps with help people need to identify ways to create structure for themselves and address loneliness by connecting with others online/phone uklockdown coronavirusuk,0.14,0.0,0.29,0.14,0.43
so even if the government 'ramp up' from 7 000 people tested per day for covid19 to 25 000 per day that will still take more than 7 years to test everyone in the uk pull your finger out boris 250 000 per day minimum surely coronavirus uklockdown,1.0,0.0,0.0,0.0,0.0
day 4 of uklockdown and we’ve run out of tonic and snacks meanwhile the dogs think life is f****** awesome,0.25,0.0,0.5,0.0,0.25
i see everyone's panicking about dr jenny harries comment that this could last for 6 mths i think what she meant was that we couldn't go back to normal in a day the removal of restrictions would be gradual over several months based on their 3-weekly reviews uklockdown,0.17,0.0,0.17,0.17,0.5
which begs the question; are the government actually this incompetent or just callous are they still perusing herdimmunity while promoting uklockdown/socialdistancing but not actually testing arrivals at the airports nhs staff or the people who have symptoms of covid19,0.0,0.14,0.29,0.14,0.43
uklockdown day 7 black hawk down olympus has fallen not good when all landline ways of communication into the house are lost whilst on lockdown the new office &amp; school were both hit by this,0.25,0.25,0.0,0.5,0.0
day 7 of uklockdown: another couchview and today: it’s laundry day my air force one hoodie is necessary for being inside already i’m feeling better 🥰🥰 stayhomesavelives covid_19…,0.5,0.0,0.25,0.0,0.25
because we weren't already panicky enough about coronavirus &amp; in the minst of a uk lockdown some genius on decided to screen contagion ☠️😱 *actually i love that movie mainly because i can't stand gwyneth paltrow &amp; they kill her off within 5 mins from the opening,0.12,0.0,0.38,0.0,0.5
we're sharing activities with our out of school club parents to help keep children smiling and positive during the lockdown try our tree of positivity activity with your children too lockdown children uklockdown,0.33,0.0,0.33,0.0,0.33
throughout the uk lockdown we will be providing free daily webinars on a variety of technical analysis and trading subjects episode 9 - position sizing lockdown uk technicalanalysis learnsomething trading,0.25,0.0,0.0,0.5,0.25
at the end of 2019 we filmed a fanmade episode we've finally got all 5 parts on youtube we'd love to see what you think (gives you something to do during uklockdown),0.2,0.0,0.2,0.2,0.4
self-care tip 6 be kind mentalhealth selfcare thankful socialisolation bekind isolation lockdown uklockdown family sundaywisdom,0.4,0.0,0.2,0.4,0.0
my thanks this week to all headteachers working tirelessly during this covid_19 and to all teachers on rota to look after vulnerable children &amp; key workers children tipsbynicola uklockdown coronadiaries,0.0,0.0,0.0,0.67,0.33
uk covid19 note 28 mar 2020 crucial uk lockdown safeguarding message endorsed by 's senior professional cricketer - urging us all in the uk to stayhome to help halt the current coronavirus from spreading &amp;thus help savelives,0.2,0.0,0.4,0.0,0.4
interesting how your bucket list changes when faced with something like the coronavirus uklockdown and isolation/social distancing takes you away from the things you take for granted whencoronavirusisover,0.2,0.4,0.4,0.0,0.0
really was just tracking a glider around brizenorton dontbthink that is stayhomesavelives nhs uklockdown,0.0,0.0,1.0,0.0,0.0
i went to the supermarket after a week at home genuinely no one wear protective masks or gloves like nothing is happening the uk will be hit very hard in the next coming weeks (hope not) coronavirus lockdown uklockdown,0.11,0.22,0.11,0.33,0.22
that’s a lot to pay to receive a £2 item delivered in a month lol uklockdown,0.0,0.0,0.5,0.5,0.0
it’s the weekend know what that means more people have the opportunity to stay tf at home uk uklockdown coronauk,0.33,0.33,0.0,0.33,0.0
in the uklockdown alcohol is deemed as an essential and so off licences can stay open,0.0,0.5,0.0,0.0,0.5
day 8 of uk lockdown: found a new way to do the dishes 🎶you'll want sound on for this one🎶 mondaymotivaton,0.5,0.0,0.0,0.5,0.0
self-isolating with cabin fever creeping in read our blog and learn five tips to help overcome it 🏠 cabinfever covid19 uklockdown fridaymotivation,0.0,0.0,0.33,0.67,0.0
the pandemic has made a pre-existing problem worse families borrowing to buy food a week into uk lockdown,0.0,0.0,0.25,0.5,0.25
yesterday a vehicle stopped by response officers at thehyde stevenage revealed the occupants weren't paying attention to the uklockdown rules following searches a quantity of drugs and cash were found leading to two arrests for possession with intent to supply,0.0,0.0,0.5,0.25,0.25
who is safe 😱 this is getting scarier uklockdown,0.0,0.0,0.0,0.0,0.0
day 3 of uk lockdown,1.0,0.0,0.0,0.0,0.0
"me after hearing my millionth ""why are all the pubs on tv open if there's a lockdown "" joke uklockdown eastenders corrie",0.5,0.0,0.0,0.0,0.5
lockdown a crochet a day leek crochet crochetaday uklockdown,1.0,0.0,0.0,0.0,0.0
six months i guess would be worst case scenario for the length of the uk lockdown that’s not a lockdown,0.0,0.0,0.33,0.33,0.33
shaye was incredibly bored till i asked if she wanted out in the garden ❤️❤️ uklockdown thelockdown,0.0,0.0,0.0,0.33,0.67
🌟fitness friday🌟 coach has set a fitness workout for all club members to try today💪 let us know how you get on girls make sure you do a proper warm up🖤❤️ thisgirlcan blackandred quarantinelife stayathome uklockdown coronalockdown isolationlife,0.14,0.0,0.14,0.29,0.43
coronavirus uk lockdown: which shops can stay open non-essential high street stores have been ordered to,0.0,0.25,0.0,0.25,0.5
imagine you awoke from a 2 month coma just now would probably ask to be induced again uklockdown covid19uk covid19 coronavirus,0.0,0.0,0.25,0.0,0.75
my tips on keeping kids happy during lockdown in uklockdown,0.67,0.0,0.0,0.33,0.0
he did require oxygen for a few days but thankfully responded to antibiotics ukcoronavirus uklockdown thank you eastsurrey nhsthankyou,1.0,0.0,0.0,0.0,0.0
wanderers return like many gapyear students it’s a little earlier than planned after said come home and now after more than 5 months of living and working together the coronavirus uklockdown means they are forced to be apart 2020 shaping young lives,0.0,0.0,0.25,0.25,0.5
so sorry uk 🇬🇧 general population seems the tests aren't for you it seems that there are no proper tests made yet theirlifematters uklockdown,0.2,0.0,0.0,0.8,0.0
justchatting on twitch for my first day on uklockdown twitchtv twitchstream stream streamer smallstreamer supportsmallstreamers smallstreamersconnect smallstreamercommunity chilling coronalockdown,0.33,0.0,0.33,0.33,0.0
families borrowing to buy food a week into uk lockdown | /,0.0,0.0,1.0,0.0,0.0
so 2 weeks later how many if you stupid peopel are now feeling ill and putting your family’s and the nhs at risk covid19uk coronavirusuk uklockdown uk,0.0,0.0,0.5,0.5,0.0
coronaupdate coronalockdown uk lockdown is a lie people still going out to non essential factory work in units that do not follow social distancing we are left in limbo and abused by employers who can do what they want as do not care,0.0,0.2,0.0,0.0,0.8
please donate coronalockdown uk ukgovernment uklockdown coronavirus isolationlife staysafe travel travelphotography trains helpinghands helpthemhelpus businesses helpfightcorona donate donated donateyourcommute donateonemonthsalary,0.0,0.0,0.0,0.5,0.5
84-year-old granny flooded with letters after getting lonely during coronavirus isolation via 🇬🇧😷💌 uplifting goodnews socialdistancing covid19 covid coronavirus uklockdown publicmedia,0.33,0.0,0.0,0.67,0.0
done🤞🤞🤞 day8 mvouchercodes win covid19uk giveaway tagafriend lockdownuk thursdaymotivation uklockdown thursdaythoughts,0.0,0.0,0.0,0.0,0.0
young people in yorkshire still going out together despite 'uk lockdown' measures,0.0,0.5,0.0,0.0,0.5
uk prime minister borris johnson tested positive for coronavirus (covid-19) borris johnson coronaupdate ukcoronavirus americanvirus borrisjohnson usacoronavirus ukgoverment pmcares uklockdown whencoronavirusisover,0.0,0.0,0.0,0.0,1.0
best wishes and a speedy recovery workingfromhome covid2019 coronalockdown staysafe coronauk isolationlife coronavirus staysafe uklockdown workingfromhomelife,0.0,0.0,1.0,0.0,0.0
lockdown or not this information should just be shared humanrights uk uklockdown,0.0,0.0,0.0,0.0,0.0
uk lockdown day 4 - another early morning outing to get my daily exercise in without seeing a soul these caught my eye and had to take a snap lockdownday4 uklockdown uk coronavirus covid-19 stayathome…,0.2,0.2,0.4,0.2,0.0
🦋 carries about 3 5 millions yearly where all these people now the uklockdown shook the whole uk till its foundation come to london in better times travelphotography travel,0.0,0.0,0.5,0.0,0.5
❤️ hi friends 💚😃 day 3 of uklockdown – keeping 2 meters apart 👌🎉 staysafe 😘 🍃 🍃 stayathomesavelives seeds pestochampion protectthenhs savelives covid19out gardener health veg gardening gyo healthy covid2019 thismorning coronaviruslockdownuk stayhome,1.0,0.0,0.0,0.0,0.0
families borrowing to buy food a week into uk lockdown food borrowingmoney coronaviruspandemic uk,0.0,0.0,1.0,0.0,0.0
doing these every weekday with the wife &amp; kids (5&amp;6) at 9am gmt highly recommended to start your day off right both mentally &amp; physically pewithjoe uklockdown,0.67,0.0,0.0,0.0,0.33
1/2 so it begins ffs now is the time to panic just a heads up the ministry of defence have been told to be on standby for complete uk lockdown as of sunday evening at 6pm no one is to leave their home's unless you work in front line retail or the nhs,0.0,0.0,0.0,0.29,0.71
i’m actually starting to lowkey really like this lock down just me 😂 covid2019 lockdown uklockdown ukcoronavirus,0.0,0.0,1.0,0.0,0.0
i am starting to like is this a side affect of the uklockdown keep up the good fight sir,0.33,0.0,0.0,0.67,0.0
we're all in this together foodbank uklockdown,0.0,0.0,0.0,0.0,0.0
during this lockdown i have rediscovered my love for online gaming my chemical romance and not leaving the house i am 15 again uklockdown covid19,1.0,0.0,0.0,0.0,0.0
must of cleaned the house 10x over today uklockdown coronavirus,0.0,0.0,0.0,0.0,0.0
getting stuff done &amp; keeping fit at the same time this is why i won’t miss gyms because i don’t need to go 💪uklockdown,0.33,0.33,0.0,0.33,0.0
before you start defending the police during the uklockdown and how they are enforcing social distancing just look at them next time you go out 8-10 of them huddled together talking all within the space of a few feet let alone 6 foot between each one of them,0.0,0.0,0.0,0.67,0.33
this is the most valid proof yet proves why we are in lockdown uklockdown coronavirus covid19 isolationlife inthistogether pls retweet,0.0,0.0,0.0,0.0,1.0
coronavirus | vaccine's hidden agenda 🤔🤔 corona coronavirus covid covid_19 uklockdown coronavírus @ london united kingdom,0.0,1.0,0.0,0.0,0.0
this is my way of being creative with my camera while i've been in lockdown please check my instagram out creative lockdown uklockdown photography lego fun petermckinnon legophotography lego,0.5,0.0,0.0,0.5,0.0
uk lockdown got teeth last tuesday but the policy shift was even earlier there was clearly a power struggle between sane advisors and this mad svengali whom no-one should be listening to unbelievable that aus govt is quoting this with approval today,0.25,0.5,0.0,0.0,0.25
this lockdown gave me time to enjoy some nostalgia with some theme songs from kids tv shows i loved as a kid featuring bob the builder balamory &amp; in the night garden and some more oh and enjoy the acdc on there coronalockdown uklockdown,0.83,0.0,0.0,0.0,0.17
🔴 domestic violence and available he article by home secretary priti patel ⬇️ 🔴lockdown will create more abuse incidences 🔴 call 999 for help press 55 if unable to talk ⬇️ domesticviolence domesticabuse stayathomeandstaysafe coronavirus uklockdown coronaviruslockdownuk,0.0,0.0,0.2,0.4,0.4
uk is on lockdown this game perfectly came out non-stop playing it animerlcrossing animalcrossing uklockdown uk nintendoswitch nintendo animalcrossingnewhorizons gamersvscovid19 gamers,0.0,0.0,0.5,0.0,0.5
the uk lockdown is tantamount to shutting the stable door after half the animals escaped instead of ensuring as many animals were in their pens in the barn to begin with so shutting the barn door when necessary could be sensibly programmed and prepared for,0.0,0.4,0.0,0.2,0.4
i know we’re only a few days in to the uk lockdown but i just don’t think i’m ever going to get a taste for toilet paper,0.4,0.0,0.4,0.0,0.2
police acknowledge confusion over uk lockdown rules,0.0,0.0,0.0,0.0,1.0
who’s hoping john podesta is one of the first arrested if you’re not familiar with him just google “john podesta art” that should sum him up quite nicely pedogate pizzagate coronalockdown thegreatawakening wwg1wga uklockdown,0.0,0.0,1.0,0.0,0.0
this is it then guys - full uklockdown imminently happening starting with ⁦⁩ closing their online stores too omg ukcoronavirus covid-19 stayathomesavelives,0.5,0.0,0.5,0.0,0.0
day 9 of uk lockdown,1.0,0.0,0.0,0.0,0.0
times like these give you a glimpse of the riggedreality society we live in the millions of people given a lifestyle on a plate are now out of work and panicking like disturbing an ant's nest &amp; seeing them all scatter or tilling the earth and exposing the worms uklockdown,0.0,0.0,0.17,0.0,0.83
sky news: coronavirus: police break up 'massive' karaoke party during uk lockdown - thick as fuck absolutely thick as fuck and putting themselves and the rest of us in increased danger unfathomable,0.33,0.0,0.17,0.17,0.33
nhs we love you you are amazing stay safe coronavirus covid19 pandemiccovid19 uklockdown lockdownuknow nhsheroes nhs hoorayforthenhs staysafe stayathome selfisolation socialdistanacing,0.33,0.33,0.33,0.0,0.0
stayathomeandstaysafe covid_19 uklockdown clocksforward looking at the positives for today it’s just 23 hours long 😂🤣😬,0.0,0.0,0.0,0.0,1.0
uk lockdown '10 days too late',0.5,0.0,0.0,0.5,0.0
🤣🤣 and she'll have a fine to pay when she comes round don't be like margaret coronavirus lockdownuk uklockdown,0.5,0.0,0.5,0.0,0.0
hi i'm a ui/x ma grad who just lost all their job ops to the uk lockdown \o3o/ here's my portfolio and i have some previous art tests that i am happy to provide if you'd like to see more i work in a ton of styles and can't say no to a challenge &gt;:),0.17,0.0,0.17,0.17,0.5
"uk please close airports "" case 31 "" of south korea should be a lesson to all which shows how one person can infect nearly 7000 people stop thinking about economy as the world will have to survive first and fight back together covid19uk uklockdown covid19",0.14,0.0,0.29,0.29,0.29
homeless &amp; disabled who depend daycentres &amp; soupkitchens to eat every day are starving coz most are closed &amp; can get to few still open as using public transport is banned in uklockdown who’s helping us nobody covid_19uk coronacrisisuk london,0.29,0.14,0.14,0.14,0.29
uk lockdown has sent us back to the stone age i’m seeing people in their 20s post “send x if i can rely on you” to their snapchat stories,0.0,0.25,0.25,0.0,0.5
last three evenings of uklockdown have been a total breeze thanks to wine popcorn and two seasons of 'gameface' thank you i adore marcella she's a loveable mess,0.33,0.33,0.0,0.0,0.33
analysis: as uk enters coronavirus lockdown how should retailers respond see more on this analysis from → retailweek retailers uklockdown covid19,0.0,0.0,0.0,0.0,1.0
what are 'immunity passports' and could they mean people get back to work quicker amid the covid-19 uk lockdown,0.0,0.0,0.0,0.0,1.0
restaurants are closed no problem😊 walkers covid19 uklockdown,1.0,0.0,0.0,0.0,0.0
uklockdown writerslife quite appropriate activities for a book club 😊,1.0,0.0,0.0,0.0,0.0
bbcqt myself &amp; my partner are watching this watching all of them clearly avoiding answering questions which people want to know testing needs to be provided for everyone 3 weeks uk lockdown is not long enough,0.0,0.0,0.4,0.0,0.6
the greatest tragedy of this household in the coronavirus is that we are now out of choc chip mini weetabix and all the lovely new bras i bought in aus that aren't getting worn uklockdown clearlyajoke,0.33,0.0,0.0,0.67,0.0
uk sure could use calm guidance right now don’t know what’s happened in the subsequent 5 days re the jams she describes: i hope some solved but it makes me wonder re uklogistics how our food goods moving from eu to uk uklockdown,0.33,0.0,0.11,0.11,0.44
so wonderful to hear clapping and cheering in brightlingsea essex tonight thank you to everyone risking there lives to keep us safe clapfornhs stayhomesavelives brightlingsea essex uk lockdown clapforourcarers allinthistogether clapforcarers,0.33,0.0,0.33,0.33,0.0
socioeconomic consequences of covid19 confinement healthinequalities families borrowing to buy food a week into uk lockdown: food poverty,0.0,0.0,1.0,0.0,0.0
day 5 of uklockdown: got a bit merry last night ended up crying with laughter at 's impression of babu frik watched bedknobs and broomsticks () only one cup of tea this morning to help with the hangover full on wild tigerblood,0.4,0.0,0.4,0.0,0.2
"'you'll never walk alone' tops the ""uk lockdown listening list top 100""",0.0,0.0,0.67,0.33,0.0
keep on bursting into song we’ll meet again don’t know where don’t know when but we’ll meet again some sunny day uklockdown sundaythoughts coronalockdownuk covid19,1.0,0.0,0.0,0.0,0.0
arielwinter wears a mask and gloves to the grocery store bigdata healthcare covid19 linux covid19usa covid19india covid19uk canada covid19france covid19italy italylockdown usa indialockdown china iran uklockdown,0.0,0.0,0.0,1.0,0.0
we are certainly keeping the people who make those signs in front of the podiums busy covid19 uklockdown,0.0,0.0,0.0,0.33,0.67
micheal gove gives a summary on boris johnson condition like it's story time on jackanory michaelgove covid_19 coronavirus covidupdate ukcoronavirus uklockdown borisjohnson bojocovo covid19,0.0,0.0,0.0,0.0,1.0
the police now have the power to break up groups hope they fucking start with coldplay uklockdown,0.2,0.2,0.4,0.0,0.2
